17376.5,7123.0625,0
19839.1875,6559.375,0
16382.75,7512.0625,0
14889,5683.8125,0
14227.625,5667.8125,0
15101.1875,9683.5625,0
16499.6875,6098,0
16842.25,6676.1875,0
19813.8125,7031.0625,0
20783.875,5444.25,0
21079.8125,5412.6875,0
20661.375,5443.875,0
21165.3125,6330.125,0
18792.9375,4405.5625,0
17686.0625,7252.8125,0
18344.0625,11173,0
19443.3125,11384.1875,0
19135.6875,9801.8125,0
19302.6875,9322.25,0
18782.0625,8075.1875,0
17457.25,8238.9375,0
15152.9375,8446.3125,0
17140.1875,14337.6875,0
16718.5625,11581.125,0
18074.3125,9345.0625,0
16977.625,5886.375,0
19994.4375,7329,0
19632.5,9745.3125,0
20441,6704.3125,0
20974.5,5759.75,0
21046.375,6479.75,0
20927.625,7099.125,0
20387.9375,7430.5,0
22760.3125,5147.75,0
23177.875,8258.9375,0
20433.0625,4261.125,0
19995.5,4437,0
19509.0625,9249.5625,0
16024.8125,7952.375,0
18248.4375,10545.25,0
19738.5625,6875.5,0
22371.5,7957.3125,0
23207.5,11043,0
23520.9375,6065.9375,0
22912.625,3606.8125,0
23049.1875,4070.125,0
24064.5625,4649.5,0
22873.375,4057.1875,0
23475.8125,7935.25,0
23194.5625,4889.5625,0
20482.125,8782.625,0
23393.375,7688.9375,0
23391.1875,5088.25,0
23312.125,6750.4375,0
23150,4639.9375,0
23691,4688.0625,0
23267.5625,4576.9375,0
23459.5,2837.5,0
23374.875,5135.625,0
23394.125,5706,0
24077.0625,6511.0625,0
25307.6875,3822.9375,0
23617.875,6952,0
22035.3125,4088.9375,0
24040.0625,3444.6875,0
23599.125,4858.375,0
23234.9375,5084.4375,0
23067.125,5268.8125,0
25369.875,7629.75,0
25460.4375,6444.9375,0
23513,5176.25,0
23257.375,5644.0625,0
25090.625,7568.4375,0
25356.8125,6481.6875,0
25477.125,4066.6875,0
24846.625,4668.375,0
24607.4375,5412.1875,0
25282.0625,8422.875,0
24092.1875,5306.125,0
24236.375,3214.625,0
24431.75,4986.9375,0
23365.5,4057.75,0
23945.9375,5197.0625,0
24224,5565.0625,0
23556.875,5834.875,0
22696.9375,7771.25,0
20215.625,4742.5625,0
19919.1875,6498.125,0
22645.25,5701.875,0
17140.5625,7959.8125,0
14358.625,6068.4375,0
18122.0625,7907.4375,0
22672.75,5416.0625,0
22931,7067.0625,0
23134.6875,7579.9375,0
20939.875,5521.75,0
21118.25,4596.25,0
20937.125,6818.4375,0
21514.75,10237.75,0
22198.6875,8011.4375,0
22381.9375,3920.5625,0
20738.5,4658,0
20807.9375,10801.1875,0
20121.0625,5594.375,0
19290.75,7747.6875,0
20726.9375,4937.8125,0
20816.4375,4408.4375,0
18486.25,6712.375,0
21205.8125,5684.3125,0
21630.25,6837.625,0
21329.375,5506.625,0
21888.1875,6979.875,0
22423.1875,5213.25,0
20766.6875,6626.9375,0
17524.5,6005.6875,0
16480.4375,8604.1875,0
19217.25,4767.6875,0
18919.3125,8199.0625,0
19033.8125,5476.0625,0
20111.1875,6619.5,0
19186.75,7895.5,0
16614.875,4549.625,0
20665.5,5379.125,0
21555.3125,4495.9375,0
20874.375,4276.375,0
22400.25,6511.9375,0
23246.8125,3591.125,0
22314.5,5712.625,0
22284.0625,7512.0625,0
19613.25,8722.4375,0
20940.25,8745.8125,0
18020.8125,6089.5,0
16437.6875,5888.3125,0
18119.25,7289.9375,0
18678.125,9201.5625,0
21502.5,8362.5625,0
17557.4375,11150.3125,0
19328.1875,10142.625,0
18415.5625,9226.5,0
18765.5,8692.125,0
16211.875,12208.5625,0
16068.375,9521.125,0
17413.5,7830.625,0
18903,5477.5625,0
16269.3125,6313.875,0
18743.5625,7493.125,0
17835.25,6954.0625,0
19305.625,7489.625,0
16414,6026.25,0
16677.8125,7567.6875,0
19576,7611.8125,0
20825.5625,9131.75,0
20380.4375,4590,0
19970.3125,7199.25,0
20849.5,8040.0625,0
18507.125,8745.875,0
15649.4375,8218.375,0
15189.125,7451.25,0
12212.3125,9109.5,0
19076.9375,5481.25,0
19106.25,7844.9375,0
19712,7283.75,0
21025.4375,8408,0
20085.8125,5703.5625,0
20963.25,4964,0
19307.3125,7546.125,0
19270.0625,6393,0
21011.25,9197.25,0
22387.6875,7583,0
21611.0625,5474.5625,0
16340.5,6788,0
18386.0625,7597.3125,0
23562.4375,9091.5,0
6624.75,21370.1875,1
7208,17089.8125,1
5471.875,17868.5,1
4159.5625,21659.1875,1
5742.125,22959.5,1
5260.5625,21345.25,1
4096.1875,22746.25,1
5173.25,18525.125,1
6556.625,17652.5625,1
4842.75,19662.75,1
4732.1875,20418.875,1
9134.3125,14211.3125,1
8334.75,14104.5625,1
8011.3125,18557.25,1
7248.25,16950.375,1
5817.3125,17986,1
7829.75,20810.5625,1
6559.5,20183.8125,1
7392.5,21523.9375,1
6241.8125,19306.25,1
6874.3125,18758.375,1
8627,17873,1
7606.0625,20168.0625,1
4699.0625,21574.0625,1
6864.125,16697.375,1
8900.3125,14639.75,1
8310.6875,15788.25,1
8558.6875,17207.625,1
5757.5625,18382,1
6669.0625,17224.6875,1
7486.875,19809.5625,1
6887.625,18678.8125,1
8743.6875,19836.375,1
8603.8125,19807.625,1
5908.3125,17958.4375,1
7826.9375,17905.6875,1
7278.625,17787.25,1
5395.4375,20125.375,1
8367.5,16158.4375,1
4301.25,18609.75,1
6125.5625,19250.9375,1
8866.125,18493.125,1
8052.375,20201.875,1
5509.8125,20123.8125,1
6228.6875,16746.25,1
8497.375,12475.75,1
6275.75,17394.1875,1
5295.25,19220.9375,1
4496.875,20170,1
7185.0625,18596.4375,1
6382.875,20035.375,1
5984.375,18910.3125,1
8412.875,16644.125,1
5191.375,16847.6875,1
4986.5625,17216.1875,1
7553.5625,13337.5,1
9021.9375,14927.4375,1
5555.8125,19191.0625,1
9581,19969.1875,1
6683,16048.125,1
4946.375,16025.0625,1
5818.9375,17915.8125,1
6457.75,19112.1875,1
4732.125,21526,1
4310.5625,21287.1875,1
3638.9375,23011.25,1
5952.8125,22291.4375,1
7041.75,24197.5625,1
7324.875,23209.25,1
5721.25,22155.3125,1
5506.5625,22091.9375,1
7371.6875,20863.3125,1
4739.25,21329.4375,1
6054.5625,17639.625,1
9402.875,18258.125,1
4797.3125,22538.5625,1
3754.1875,23467.1875,1
4007,23386.1875,1
2773.6875,24172.6875,1
5380.5,23625.875,1
9214.875,24147.3125,1
4036.375,24587.875,1
4162.375,22929.6875,1
3333.4375,24390.25,1
3053,23949.5,1
5190.1875,24379.5,1
7671.5625,23327.375,1
5056.875,24576.0625,1
3892.125,24582.8125,1
4144.6875,24703.1875,1
4261.125,24627,1
7258.5625,24675.9375,1
9094.875,24958.0625,1
8808,24268.75,1
5783.875,23867.8125,1
4430.375,23470.375,1
6992.5,23652.125,1
5916.375,25672.0625,1
4870.5,24334.3125,1
3523.5,23250.25,1
5163.8125,23275.9375,1
6070,22183.4375,1
6099.8125,24888.25,1
4244,25317.5,1
4868.75,24143.1875,1
4887.4375,19491,1
5198.6875,24087.25,1
6110.75,25092.8125,1
3696.125,25821.4375,1
4317.625,20686.5625,1
6885.125,23408,1
6472.625,23099,1
5283.25,24275.25,1
4988.4375,22893.25,1
3674,21101.6875,1
4652.4375,21932.875,1
5942.9375,18808.4375,1
5686.3125,20834.875,1
8121.125,21748.5,1
4780.625,20104.1875,1
5284.3125,19691.625,1
6832.875,19714.6875,1
4715.625,21257.0625,1
4203.625,17985.75,1
4627.5,19882.125,1
7392.6875,18757.1875,1
8870.6875,18065.3125,1
5175.5,18160.9375,1
6895.0625,14350.125,1
9786.0625,19121.5625,1
7499.1875,18969.375,1
7997.6875,16645.125,1
6544.3125,13862.875,1
5811.875,17109.8125,1
7758.5,17782,1
5430.375,19048.0625,1
6573,15826.375,1
8051.0625,17585.3125,1
4813.25,19021.1875,1
7119.1875,14242.875,1
7906.5,16024.25,1
4681.375,20343.75,1
5710.1875,18234.5625,1
6193.8125,18993.0625,1
7675.5,15169,1
10668.0625,14725.125,1
8785.625,12608.4375,1
7271.625,11104.625,1
9355.8125,12619.25,1
8497.75,17691.9375,1
7213.4375,18950.25,1
7645.625,19451.6875,1
6851.3125,17021.6875,1
9216.6875,18223.5625,1
8351.8125,16813.9375,1
7595.3125,19785,1
8123.1875,15083.75,1
11729.3125,13093.5625,1
8139.75,15487.6875,1
5783.5,17628.0625,1
5371.5,21650.25,1
5132.3125,19381.5625,1
5541.1875,22066.125,1
7121,20781.125,1
10016.9375,16727.375,1
6381.4375,16140.5625,1
10643.5,14455.625,1
11004.375,11954.1875,1
5370.625,18604.0625,1
7625.4375,19422.4375,1
5907.375,17870.5,1
6847.5625,18190.4375,1
7093.8125,17786.3125,1
7325.9375,19387.3125,1
7719.375,18640.9375,1
9077.3125,19665,1
5927.875,19067.9375,1
5594.6875,18218.375,1
9057.4375,14486.125,1
10450.9375,15645.9375,1
6479.9375,17890.25,1
4584.0625,17536.6875,1
5575.4375,15801.1875,1
12769.875,17237.75,1
7034.4375,18639.4375,1
5319.5,16668.8125,1
6599.1875,16335.875,1
7797.125,15180.25,1
8133.5625,16186.125,1
5610.8125,15057.875,1
6096.1875,15210.25,1
5877.8125,15944.0625,1
5999.125,18369.125,1
5365.5625,18154.4375,1
5993.5,18578.6875,1
5915.4375,19201.0625,1
5802.8125,16228.1875,1
6079.375,16550.0625,1
7780.8125,16587.5625,1
5179.9375,18757.125,1
6087.875,16478.0625,1
8561.1875,21201.625,1
6215.875,21312.4375,1
4444.3125,21288.375,1
3940.9375,22163.9375,1
6004.75,18553.5,1
6290.875,19021,1
4464.625,18830.75,1
4822.5625,20556.3125,1
4333.5,19729.875,1
7553.125,18277.875,1
8577.0625,15425.0625,1
5552.5,12985.5,1
7917.5,15236.8125,1
5926.5,18604.9375,1
6384.75,15219.5,1
6696.3125,18466.3125,1
8250.25,17853.9375,1
4815.75,16266.0625,1
5120.125,17187.3125,1
8482.125,19676.1875,1
8491.125,17084.8125,1
6713.625,15928.25,1
7315.75,14559.5625,1
9554.6875,14976.8125,1
10090.8125,15529.875,1
7933.25,19201.4375,1
5336.9375,19489.375,1
7099.875,15973.8125,1
8795.875,19425.625,1
6375.625,16257.9375,1
9324.4375,19456.25,1
7843.6875,17734,1
6409.3125,18265.75,1
6106.75,16989.625,1
5405.5,18321.3125,1
7873.5625,18472.625,1
4513.5625,19661.125,1
5398.25,20370.875,1
5266.8125,17966.625,1
4481,18419.3125,1
7635.5,18750.3125,1
7034.9375,18671.125,1
5660.625,18212.9375,1
6235.125,13823.0625,1
5701.3125,19037.125,1
5886.875,14179.5,1
9726.5,14055.6875,1
6612.875,17324.0625,1
7117.9375,17761.5625,1
7896.5,15223.4375,1
10389.3125,17465.875,1
4907.75,19461.875,1
4315.3125,17501.6875,1
6808.125,14996.625,1
7590.9375,16479.25,1
6039.5625,17499.375,1
4932.8125,15372.875,1
6970.625,11554.5625,1
8859.8125,14604.75,1
4656.8125,18185.0625,1
6638.4375,21549.6875,1
6000.9375,21863.625,1
5395.875,20630.5,1
4438.3125,19131.9375,1
4313.3125,18246.9375,1
6133.1875,17456.75,1
6219.125,17575.25,1
8566.3125,19033.5625,1
5905.6875,20685.0625,1
6269.6875,16183.1875,1
7278,13499.0625,1
7439.125,21736.625,1
6054.8125,22330.0625,1
4784.625,23396.8125,1
6132.5,22780,1
4502.875,23363.25,1
4725,19522.3125,1
4650.0625,21123.6875,1
3937.625,21547.6875,1
4956.875,16732.5,1
10763.8125,15112.125,1
8702.8125,18813.625,1
5201.6875,18393.375,1
6488.75,21631.4375,1
5260.75,23118.375,1
5017.9375,20384.1875,1
6305.5,19955,1
5129.125,17831.1875,1
6772.375,19228.5,1
6926.5,18541.125,1
6160.6875,15441.1875,1
6832.625,19581.6875,1
6276.6875,20249.125,1
6451.625,22125.1875,1
5742.625,22702.875,1
4457.375,20957.1875,1
4397.25,22387.6875,1
4256.1875,22406.5,1
6938.625,19920.5,1
14882.4375,19671.6875,2
19856.1875,11340.75,2
17642.625,17559.125,2
18468.8125,17507.9375,2
17218.9375,17771.5625,2
18856.1875,17052.0625,2
20065.0625,8934.375,2
20572.25,14249.125,2
18600.875,13308.625,2
13823.6875,16897.75,2
9230.75,18437.875,2
9411.6875,18047.375,2
15761.8125,14997.4375,2
16890.375,15590.9375,2
11875.6875,17471.5,2
10629.8125,18097,2
11318.75,18830.25,2
13753.5625,14774.375,2
17407.9375,14865.25,2
15223.8125,13054.5,2
15915.5,12498.125,2
16158.5,18247.625,2
10442.1875,14878.125,2
15619.875,14696.375,2
15211.6875,17061.0625,2
8746,14016,2
7724.375,14839.6875,2
12136.0625,11295.5,2
12954.6875,14363.8125,2
10491.0625,14570.3125,2
11746.5625,15588,2
15530.4375,16955.4375,2
15105.5,12333.5,2
9616.25,14682.5,2
10355.8125,14719.125,2
10273.875,15041.625,2
10346.625,15137.6875,2
11970.75,16282.25,2
9609.5,17080.875,2
17931.6875,9355.8125,2
16739.75,11054.0625,2
16292.25,12671.6875,2
16434.375,10766.3125,2
15024.625,13406.4375,2
9321.9375,15704.8125,2
14093.6875,14378.375,2
13565.25,12633.5,2
16028.6875,10093.8125,2
10081.875,14136.6875,2
12576.0625,18055.375,2
9703.125,17810.5625,2
9060.25,13431.75,2
15809.3125,14693.75,2
14389.25,14076.6875,2
13735.125,11731.75,2
16976.6875,9898.6875,2
14173.3125,15890.5625,2
13137.0625,10059.0625,2
11973.75,14115.4375,2
13175.0625,16138.1875,2
11337.3125,14183.5625,2
15307.75,11529.875,2
16253.375,13009.625,2
9369.375,16363.4375,2
10383.4375,17388.375,2
9354.125,18027.75,2
10961.125,13307.125,2
14509.4375,14774.75,2
17478.3125,15016.0625,2
18473.625,9858.75,2
14669.5625,12812.625,2
14684.875,15898.1875,2
11704.3125,13998.3125,2
11927.625,13964.6875,2
14037.0625,8380.1875,2
15743.9375,13647.6875,2
17948.0625,11905.3125,2
12882.3125,17728.6875,2
12426.1875,17271.3125,2
13853.8125,14620.75,2
11346.5,19042.5625,2
12642.5625,18299.375,2
10758.0625,14421.8125,2
7857.25,16448.125,2
7040.4375,16602.0625,2
6896.625,16968.8125,2
11464.375,15275.8125,2
15179.5,14318.9375,2
9212.0625,16654.625,2
8117.375,17562.875,2
11941.875,17026.625,2
13762.75,11736.9375,2
13374.75,15129.875,2
10684.25,17810.4375,2
18476.5625,13730.75,2
16674.6875,14925.9375,2
17969.5,12172.3125,2
17033.375,12989.8125,2
17309.3125,17671.375,2
14308.375,15392.1875,2
13520.5625,12745.8125,2
12686.5625,16182.375,2
9703.125,15052.625,2
12632.375,15482.6875,2
14986.3125,11633.625,2
16645.3125,11423.75,2
18989.4375,10257.5625,2
18416.5625,18337.3125,2
11966.25,17990.375,2
14220.125,13627.0625,2
13275.6875,13819.75,2
11258.625,17690.4375,2
12584.6875,18044.5,2
12165.875,17784.9375,2
15180.9375,17913.6875,2
17295.5,11637.875,2
17448.75,11107.0625,2
19069.75,12861.25,2
18778.9375,12994.8125,2
14814.1875,16005.9375,2
13979.125,16691.9375,2
18036.6875,15026.8125,2
12672.3125,17621.5,2
12623.75,13554.0625,2
19282.25,11564.0625,2
18666.25,11195.5625,2
15174.4375,15514,2
11331.4375,12041.125,2
8494.375,14549.5625,2
12647.25,18606.5625,2
11566.75,12785.9375,2
11399.0625,13808.875,2
13604.875,13589.5,2
11205.375,14759.5625,2
11204.25,15380.9375,2
14546.9375,15009.375,2
12570.25,10083.8125,2
14684.5625,11694,2
14901.125,11420.1875,2
15526.0625,12496.8125,2
11194.5,13457.125,2
13306.875,14946,2
14771.3125,16208.125,2
13970.5625,15520.125,2
10826.8125,13255.6875,2
11466,15451.3125,2
14043.9375,14032.3125,2
12241.25,15331.25,2
13793.6875,13260.4375,2
14891.6875,15545.25,2
12682.75,18106.6875,2
14095.4375,13835.0625,2
8912.3125,14961.375,2
8601.75,17249.1875,2
11874.4375,14849.9375,2
13507.75,16926.625,2
13248.875,12999.625,2
12525.6875,15319.875,2
11757.1875,12103.625,2
12641.1875,16611.875,2
7690.8125,12357.0625,2
13033.8125,15082.8125,2
15160.625,12016.5,2
15026.0625,12397.1875,2
17949.1875,9388.4375,2
12705.125,11168.875,2
13747.3125,16290.625,2
14302.125,14322.3125,2
15776.625,15835.9375,2
8831.25,15012.6875,2
11406,13960.3125,2
15109.875,14883.375,2
14024.25,13143.3125,2
14901.625,11584.625,2
12541.6875,14767.8125,2
14053.25,10895.1875,2
14753.5625,15342.4375,2
15014.625,11570.4375,2
15069.125,10568.125,2
14043.875,11273.3125,2
13485.6875,12843.125,2
13617.25,13834.3125,2
15046.375,12553.5,2
11493.75,15505.1875,2
12884.4375,12300.75,2
9473.9375,14188.3125,2
11948.6875,12637.5,2
15411.5625,12187.1875,2
13611.0625,14590.9375,2
15351.1875,17097.375,2
13376.0625,10898.75,2
11635.5,15743.1875,2
12631.5,12949.3125,2
15838,10251.6875,2
9969.5625,14354.25,2
12281.25,15906.0625,2
10798.75,15444,2
13325.875,11680.25,2
10033.3125,15732.9375,2
15289.25,13826.875,2
8676.1875,17596.5,2
8505.1875,12419.1875,2
9648.1875,17087.0625,2
13748.8125,11914.25,2
15146.0625,13944.5625,2
11324,13442,2
12734.1875,12339.9375,2
12863.25,14231.125,2
9856.8125,15519.625,2
12892.125,15434.625,2
13951.25,11409.4375,2
12430.9375,12198.9375,2
16272,13003.3125,2
15998.375,13728.25,2
13021,9794.125,2
14898.8125,15040.75,2
12099.625,16308,2
6926.5,14435.5,2
13768.375,15954.4375,2
12006.0625,16227.4375,2
14588.1875,12568.5,2
14774.9375,16495.75,2
15231.5625,16639.9375,2
14880.0625,17214.75,2
15932.1875,14999.4375,2
17745.125,14478.375,2
16387.8125,14732.625,2
19963.9375,14471.5625,2
17806.375,14765.5625,2
11147.125,18863,2
17304.875,11712.0625,2
14813.125,18823.875,2
13371.375,14393.625,2
18256.625,11477.8125,2
18268.9375,12032.625,2
15973,12703.5,2
15987.4375,10541.9375,2
16067.875,10091.375,2
16092.5625,9718.9375,2
15850.0625,6878.625,2
17104.625,16850.8125,2
16263.5625,10757.6875,2
12010.875,17094.0625,2
14006.8125,16627.3125,2
17138.875,14645.0625,2
12326.75,16089,2
17730.375,16140.75,2
16426.4375,16529.875,2
16419.8125,13698.375,2
16096.875,14088.25,2
12423.8125,17530.8125,2
15067.5,11495.9375,2
11461.1875,17031.1875,2
9072.3125,15943.1875,2
14486.4375,16179,2
13065.875,17037.875,2
12491.875,13280.25,2
16119.25,14157.1875,2
12986.375,15955.8125,2
14920.625,14481.25,2
12385.3125,15990.3125,2
12986.875,11912,2
13389.375,14994.375,2
16508.25,13489.8125,2
10183.75,16769.4375,2
10531.5,9052.0625,2
16025.125,9684.8125,2
14526.6875,14297.5,2
16319.5,8948.5,2
11795.125,14401.875,2
13199.5625,11604.875,2
15104.4375,13218.6875,2
17082.875,13801.5,2
14168.875,12741.9375,2
12322.9375,15850.375,2
8464.5625,15819.9375,2
11949.4375,16482.5625,2
12591.1875,15526.25,2
13262.4375,12960.8125,2
16987.375,10954,2
15013.0625,11679.125,2
15029.4375,11817.4375,2
13928.1875,15713.25,2
11784.5625,16457.5,2
11982.0625,18370.3125,2
14054.75,16850.5625,2
10135.75,16868.6875,2
13758.75,15593.75,2
14746.875,15176.875,2
16475.8125,11061.3125,2
14648.4375,16184.0625,2
12978.6875,18205.3125,2
13674.5625,14080.125,2
13727.125,13670.0625,2
9197.375,14426.3125,2
10503.875,18372.9375,2
7483.8125,15559.0625,2
15633.625,16166.75,2
16084.8125,11522.375,2
13494.6875,10885.875,3
11044.3125,12580,3
11684.4375,14642.0625,3
15094.25,8287.3125,3
8221.5,11421.8125,3
10982.4375,11035.75,3
12342.375,10625.625,3
10937.5,13371.125,3
13770.4375,11910.5,3
10898.875,13219.0625,3
9971.9375,10421.5,3
12390.3125,12639.5625,3
13223.0625,13400.875,3
7170.3125,16571.0625,3
8988.875,13600.125,3
8756.5625,14112.625,3
13750.6875,12610.875,3
13704,9739.8125,3
10807.5625,11025.4375,3
10010.125,13297.8125,3
9346.9375,13120.4375,3
12105.9375,12007.5,3
9143.75,17126.625,3
6730.625,18192.25,3
6826.3125,14329.4375,3
9110.75,14340.0625,3
9189.8125,13440.3125,3
8944,14904.0625,3
11981.125,11176.0625,3
12704.3125,12279.0625,3
8260,14201.25,3
11293.5625,11643.375,3
12059.625,8827.4375,3
10039.5,16351.75,3
9949.5,15572.1875,3
10350.5625,14083.5625,3
8337.625,14230.125,3
8577.5625,10415,3
15498.75,11148.1875,3
12034,8252.125,3
11539.9375,17367.375,3
17343.5,11105.5625,3
17495.25,9560.3125,3
14329.125,8264.625,3
12125.6875,9834.5625,3
13554.5625,12077.0625,3
13531.625,11585.25,3
7226.25,16876.25,3
10893.5,15011.6875,3
6466.4375,19248.375,3
16271,8501.875,3
10200.9375,8655.9375,3
11513.0625,15006.75,3
13413,8357.6875,3
7634.875,13711.375,3
8629.8125,12393.25,3
7365.3125,15129.625,3
11054.375,16790.6875,3
8934.125,15496,3
10665.8125,10344.6875,3
11625.5625,13611.25,3
11000.25,13594,3
9120.9375,12765.25,3
9999.25,11931.875,3
10873.375,13497.0625,3
10777.625,16995.3125,3
11061.5625,13965.75,3
6354.3125,15136.375,3
9573.75,16689.0625,3
10400.1875,14435.9375,3
11592.625,13776.8125,3
15555.1875,15706.9375,3
11548.25,6729.1875,3
12259,14656.1875,3
9421.4375,13790.375,3
9953.625,15775.375,3
7090.3125,15884.875,3
14431.75,14928.8125,3
12949.625,16477.5625,3
14712.5,14891.125,3
10697.875,14461.75,3
10922.5,15285.75,3
5529.125,15316.5625,3
6213.4375,15312.0625,3
6746.5625,14181.6875,3
9936.875,12381.9375,3
8953.5,15868.5,3
13218.9375,13927.125,3
12324.0625,15723.5625,3
14545.75,10957.6875,3
16749.75,9646.5625,3
15195.8125,14668.5,3
9427.875,16341.3125,3
6166.5625,17709,3
16783.1875,9412.6875,3
16710,13245.5625,3
15180.25,15948.3125,3
13245.4375,15671.75,3
12021.75,10305.1875,3
7199.9375,7540.1875,3
12266.9375,13986.4375,3
11820.6875,13014.3125,3
14763.8125,12785.9375,3
12251.5,15078.375,3
12412.625,13112.25,3
14055.375,13539.9375,3
11699.625,14339.875,3
11291.125,13817.0625,3
11663.5625,13688.75,3
9794.6875,11417.1875,3
12718,9719.375,3
10011.625,10183.9375,3
15026.1875,13258.9375,3
9087.1875,15188.5625,3
9219.0625,14401.75,3
6878.9375,17391.125,3
10130.4375,12925.3125,3
13451.5625,9178.375,3
12729.875,8633.4375,3
11354.9375,12781.1875,3
11187.3125,16047.3125,3
14623.1875,14028.75,3
10595.375,14787.6875,3
6932.8125,15107.25,3
13452.375,8452.75,3
10324.5,9473.8125,3
16051.3125,14732.9375,3
15964.875,11510.8125,3
12280.625,17823.5,3
9247.8125,15482.8125,3
14662.75,11805.1875,3
12613.75,11272.4375,3
13506.875,13900.9375,3
12951.5,11662.625,3
16069.9375,9100.1875,3
15951.125,12831.0625,3
13509.3125,9562.0625,3
13384.0625,8365.1875,3
10579,9089.375,3
13790.5625,14348.8125,3
8327.75,15613.3125,3
13007.4375,15955.9375,3
8325.8125,17018.375,3
9148.5625,12646.0625,3
10352.625,14951.8125,3
11473.0625,14046.75,3
13317.5,15515.0625,3
18008.25,10876.1875,3
10067.875,15462,3
16569.6875,12958.8125,3
7929.6875,17967.0625,3
11095.875,19222,3
16888.625,7265.875,3
13249.1875,12236.125,3
7472.1875,14284.4375,3
11427.4375,10395.625,3
8211.625,14462.5,3
11412,12749.8125,3
8435,13467.875,3
7499.9375,13066.25,3
10117.25,14232.25,3
10681.6875,11247.4375,3
13288.1875,8355.6875,3
11486.375,10734.8125,3
6261.5,15810.3125,3
6426.4375,16250.625,3
11806.75,12925.9375,3
10770.1875,12601.375,3
10898.4375,12594.0625,3
7980.1875,10193.4375,3
6994.5625,14927.5,3
8622.25,13818.4375,3
8294.125,13476.3125,3
11396.4375,13017.3125,3
12856.5,14738.8125,3
11265.375,10763.125,3
8981.8125,14122.75,3
6898.5,14840.8125,3
7795.3125,10020.8125,3
6788.0625,12320.125,3
11096.125,12416.8125,3
7373.5625,10657.5,3
9249.1875,14950.8125,3
13612.8125,12218,3
10090.3125,9061.3125,3
11830.5625,7776.8125,3
7816.8125,14216.1875,3
8941.5625,10049.5,3
7646.5,11746.25,3
9761.8125,11993,3
14413.125,9167.6875,3
6612.75,11584,3
8532,14935.75,3
9613.875,13681.5,3
10025.6875,15318.6875,3
